country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Iceland,ISL,2/19/2021,25718,15644,10074,865,871,7.54,4.58,2.95,2552,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/20/2021,,,,,957,,,,2804,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/21/2021,,,,,1044,,,,3059,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/22/2021,27762,17232,10530,,1131,8.14,5.05,3.09,3314,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/23/2021,27933,17379,10554,171,1129,8.19,5.09,3.09,3308,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/24/2021,,,,,1160,,,,3399,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/25/2021,31451,19075,12376,,943,9.22,5.59,3.63,2763,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
Iceland,ISL,2/26/2021,32157,19593,12564,706,920,9.42,5.74,3.68,2696,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,IND,1/15/2021,0,0,,,,0,0,,,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/16/2021,191181,191181,,191181,191181,0.01,0.01,,139,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/17/2021,224301,224301,,33120,112150,0.02,0.02,,81,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/18/2021,454049,454049,,229748,151350,0.03,0.03,,110,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/19/2021,674835,674835,,220786,168709,0.05,0.05,,122,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/20/2021,806484,806484,,131649,161297,0.06,0.06,,117,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/21/2021,1043534,1043534,,237050,173922,0.08,0.08,,126,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/22/2021,1390592,1390592,,347058,198656,0.1,0.1,,144,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/23/2021,1582201,1582201,,191609,198717,0.11,0.11,,144,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/24/2021,1615504,1615504,,33303,198743,0.12,0.12,,144,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/25/2021,2023809,2023809,,408305,224251,0.15,0.15,,163,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/26/2021,2029480,2029480,,5671,193521,0.15,0.15,,140,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/27/2021,2355979,2355979,,326499,221356,0.17,0.17,,160,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/28/2021,2928053,2928053,,572074,269217,0.21,0.21,,195,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/29/2021,3500027,3500027,,571974,301348,0.25,0.25,,218,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/30/2021,3744334,3744334,,244307,308876,0.27,0.27,,224,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,1/31/2021,3758843,3758843,,14509,306191,0.27,0.27,,222,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/1/2021,3950156,3950156,,191313,275192,0.29,0.29,,199,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/2/2021,4138918,4138918,,188762,301348,0.3,0.3,,218,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/3/2021,4449552,4449552,,310634,299082,0.32,0.32,,217,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/4/2021,4959445,4959445,,509893,290199,0.36,0.36,,210,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/5/2021,5416849,5416849,,457404,273832,0.39,0.39,,198,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/6/2021,5775322,5775322,,358473,290141,0.42,0.42,,210,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/7/2021,5812362,5812362,,37040,293360,0.42,0.42,,213,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/8/2021,6259008,6259008,,446646,329836,0.45,0.45,,239,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/9/2021,6611561,6611561,,352553,353235,0.48,0.48,,256,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/10/2021,7017114,7017114,,405553,366795,0.51,0.51,,266,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/11/2021,7505010,7505010,,487896,363652,0.54,0.54,,264,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/12/2021,7967647,7967647,,462637,364400,0.58,0.58,,264,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/13/2021,8052454,8044786,7668,84807,325305,0.58,0.58,0,236,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/14/2021,,,,,353179,,,,256,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/15/2021,8516771,8418653,98118,,322538,0.62,0.61,0.01,234,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/16/2021,8857341,8641002,216339,340570,320826,0.64,0.63,0.02,232,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/17/2021,9186757,8844641,342116,329416,309949,0.67,0.64,0.02,225,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/18/2021,9846523,9381591,464932,659766,334502,0.71,0.68,0.03,242,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/19/2021,10449942,9693000,756942,603419,354614,0.76,0.7,0.05,257,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/20/2021,10838323,9964383,873940,388381,397981,0.79,0.72,0.06,288,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/21/2021,11085173,10124531,960642,246850,400080,0.8,0.73,0.07,290,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/22/2021,11424094,10308552,1115542,338921,415332,0.83,0.75,0.08,301,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/23/2021,11907392,10585757,1321635,483298,435722,0.86,0.77,0.1,316,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/24/2021,12366633,10884879,1481754,459241,454268,0.9,0.79,0.11,329,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/25/2021,13067047,11206188,1860859,700414,460075,0.95,0.81,0.13,333,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/26/2021,13756940,11552857,2204083,689893,472428,1,0.84,0.16,342,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,IND,2/27/2021,14242547,11788669,2453878,485607,486318,1.03,0.85,0.18,352,"Covaxin, Oxford/AstraZeneca",Ministry of Health,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
Indonesia,IDN,1/12/2021,0,,,,,0,,,,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/13/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/14/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/15/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/16/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/17/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/18/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/19/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/20/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/21/2021,,,,,13200,,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/22/2021,132000,,,,13200,0.05,,,48,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/23/2021,,,,,12546,,,,46,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/24/2021,149242,,,,11892,0.05,,,43,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/25/2021,161959,,,12717,11823,0.06,,,43,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/26/2021,245685,,,83726,21898,0.09,,,80,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/27/2021,308003,,,62318,28915,0.11,,,106,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/28/2021,373786,368318,5468,65783,36427,0.14,0.13,0,133,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/29/2021,416299,405012,11287,42513,40614,0.15,0.15,0,148,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/30/2021,502955,482145,20810,86656,51762,0.18,0.18,0.01,189,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,1/31/2021,515681,493133,22548,12726,52348,0.19,0.18,0.01,191,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/1/2021,574938,539532,35406,59257,58997,0.21,0.2,0.01,216,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/2/2021,648259,596260,51999,73321,57511,0.24,0.22,0.02,210,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/3/2021,717647,646026,71621,69388,58521,0.26,0.24,0.03,214,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/4/2021,796819,700266,96553,79172,60433,0.29,0.26,0.04,221,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/5/2021,865609,744884,120725,68790,64187,0.32,0.27,0.04,235,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/6/2021,914303,777096,137207,48694,58764,0.33,0.28,0.05,215,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/7/2021,923449,784318,139131,9146,58253,0.34,0.29,0.05,213,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/8/2021,985855,814585,171270,62406,58702,0.36,0.3,0.06,215,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/9/2021,1066860,845407,221453,81005,59800,0.39,0.31,0.08,219,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/10/2021,1248797,969546,279251,181937,75879,0.46,0.35,0.1,277,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/11/2021,1362791,1017186,345605,113994,80853,0.5,0.37,0.13,296,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/12/2021,,,,,79099,,,,289,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/13/2021,1475812,1060326,415486,,80216,0.54,0.39,0.15,293,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/14/2021,1494325,1068747,425578,18513,81554,0.55,0.39,0.16,298,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/15/2021,1578720,1096095,482625,84395,84695,0.58,0.4,0.18,310,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/16/2021,1658110,1120963,537147,79390,84464,0.61,0.41,0.2,309,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/17/2021,1747267,1149939,597328,89157,71210,0.64,0.42,0.22,260,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/18/2021,1787976,1164144,623832,40709,60741,0.65,0.43,0.23,222,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/19/2021,,,,,64721,,,,237,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/20/2021,1956725,1224091,732634,,68702,0.72,0.45,0.27,251,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/21/2021,,,,,70969,,,,259,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/22/2021,,,,,63824,,,,233,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/23/2021,2059871,1269905,789966,,57394,0.75,0.46,0.29,210,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/24/2021,2188788,1363138,825650,128917,63074,0.8,0.5,0.3,231,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/25/2021,2315665,1461920,853745,126877,75384,0.85,0.53,0.31,276,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/26/2021,2449451,1583581,865870,133786,82443,0.9,0.58,0.32,301,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Indonesia,IDN,2/27/2021,2598535,1616165,982370,149084,91687,0.95,0.59,0.36,335,Sinovac,Ministry of Health,https://www.kemkes.go.id/
Iran,IRN,2/8/2021,0,0,,,,0,0,,,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/9/2021,3000,3000,,3000,3000,0,0,,36,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/10/2021,,,,,1938,,,,23,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/11/2021,,,,,1583,,,,19,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/12/2021,,,,,1406,,,,17,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/13/2021,,,,,1300,,,,15,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/14/2021,,,,,1229,,,,15,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/15/2021,,,,,1179,,,,14,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/16/2021,,,,,875,,,,10,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Iran,IRN,2/17/2021,10000,10000,,,875,0.01,0.01,,10,Sputnik V,Government of Iran,https://www.bloomberg.com/news/articles/2021-02-17/iran-vaccine-boasts-total-protection-against-u-k-covid-strain
Ireland,IRL,12/31/2020,1800,,,,,0.04,,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/1/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/2/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/3/2021,,,,,550,,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/4/2021,4000,,,,550,0.08,,,111,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/5/2021,,,,,1194,,,,242,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/6/2021,,,,,1624,,,,329,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/7/2021,15314,,,,1931,0.31,,,391,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/8/2021,,,,,3028,,,,613,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/9/2021,,,,,4124,,,,835,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/10/2021,40000,,,,5221,0.81,,,1057,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/11/2021,,,,,6919,,,,1401,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/12/2021,,,,,8157,,,,1652,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/13/2021,77303,,,,9394,1.57,,,1902,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/14/2021,,,,,9452,,,,1914,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/15/2021,,,,,8873,,,,1797,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/16/2021,,,,,8293,,,,1679,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/17/2021,94000,,,,7714,1.9,,,1562,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/18/2021,,,,,7267,,,,1472,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/19/2021,,,,,6819,,,,1381,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/20/2021,121900,,,,6371,2.47,,,1290,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/21/2021,,,,,6528,,,,1322,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/22/2021,,,,,6686,,,,1354,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/23/2021,,,,,6843,,,,1386,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/24/2021,143000,,,,7000,2.9,,,1418,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/25/2021,,,,,6552,,,,1327,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/26/2021,,,,,6105,,,,1236,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/27/2021,161500,147700,13800,,5657,3.27,2.99,0.28,1146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/28/2021,,,,,6271,,,,1270,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/29/2021,,,,,6886,,,,1395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/30/2021,,,,,7500,,,,1519,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,1/31/2021,199800,150500,49300,,8114,4.05,3.05,1,1643,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/1/2021,,,,,8118,,,,1644,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/2/2021,,,,,8122,,,,1645,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/3/2021,,,,,8126,,,,1646,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/4/2021,,,,,7643,,,,1548,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/5/2021,230766,151212,79554,,7159,4.67,3.06,1.61,1450,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/6/2021,,,,,6486,,,,1314,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/7/2021,240487,153654,86833,,5812,4.87,3.11,1.76,1177,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/8/2021,243353,154900,88453,2866,5337,4.93,3.14,1.79,1081,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/9/2021,248284,158904,89380,4931,5157,5.03,3.22,1.81,1044,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/10/2021,256681,166863,89818,8397,5472,5.2,3.38,1.82,1108,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/11/2021,261073,171239,89834,4392,5214,5.29,3.47,1.82,1056,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/12/2021,265237,175238,89999,4164,4924,5.37,3.55,1.82,997,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/13/2021,268551,176926,91625,3314,4704,5.44,3.58,1.86,953,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
Ireland,IRL,2/14/2021,271942,180192,91750,3391,4494,5.51,3.65,1.86,910,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Heath Service Executive,https://covid19ireland-geohive.hub.arcgis.com/
